id,limit_balance,sex,education_level,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_payment_next_month
6777.0,80000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,78861.0,77719.0,45961.0,29537.0,29758.0,30153.0,2435.0,1463.0,1039.0,1068.0,1267.0,1000.0,0
16919.0,320000.0,1,1,1,51.0,0.0,0.0,0.0,0.0,0,0,483184.0,290784.0,277482.0,282869.0,253903.0,249866.0,20373.0,13000.0,11160.0,8418.0,8325.0,8602.0,0
9894.0,90000.0,1,1,1,53.0,0.0,0.0,0.0,0.0,0,0,23551.0,23607.0,22132.0,63204.0,19412.0,18099.0,2400.0,1582.0,770.0,1696.0,820.0,520.0,0
15016.0,50000.0,1,1,1,47.0,0.0,0.0,0.0,0.0,0,0,47695.0,49550.0,51636.0,53561.0,53283.0,53057.0,2657.0,2743.0,2668.0,1712.0,1762.0,1894.0,0
18121.0,380000.0,1,1,1,37.0,0.0,0.0,0.0,0.0,0,0,83852.0,88996.0,77202.0,70542.0,65765.0,58355.0,13014.0,5068.0,2100.0,1947.0,2000.0,1600.0,0
9591.0,20000.0,1,1,1,40.0,0.0,0.0,0.0,0.0,0,0,30832.0,17896.0,17258.0,18981.0,19496.0,18594.0,3500.0,1500.0,2000.0,800.0,800.0,700.0,0
3007.0,160000.0,1,1,1,44.0,0.0,0.0,0.0,0.0,0,0,156400.0,157923.0,158746.0,153208.0,154163.0,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0
6564.0,70000.0,1,1,1,39.0,0.0,0.0,0.0,0.0,0,0,67474.0,68750.0,59186.0,48178.0,46197.0,48444.0,3100.0,7172.0,10000.0,1662.0,3000.0,1350.0,0
29950.0,280000.0,1,1,1,39.0,0.0,0.0,0.0,0.0,0,0,55050.0,51417.0,47069.0,40939.0,44290.0,70573.0,1652.0,2144.0,1666.0,5015.0,32013.0,12.0,0
9183.0,50000.0,1,1,2,24.0,0.0,0.0,0.0,0.0,0,0,42058.0,35340.0,22110.0,19837.0,19855.0,20151.0,1367.0,1606.0,692.0,709.0,721.0,692.0,0
27015.0,220000.0,1,1,2,38.0,0.0,0.0,0.0,0.0,0,0,209044.0,211453.0,217237.0,198681.0,202479.0,206221.0,7705.0,9656.0,7189.0,7404.0,7490.0,7517.0,0
29184.0,30000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,26061.0,27104.0,28076.0,25991.0,25429.0,26234.0,1780.0,1752.0,1666.0,800.0,1161.0,3128.0,0
2709.0,200000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,16811.0,21290.0,20207.0,23858.0,33236.0,33337.0,5023.0,4007.0,5001.0,10020.0,5073.0,5064.0,0
5403.0,50000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,48559.0,47008.0,15435.0,10235.0,9119.0,8237.0,2573.0,2000.0,500.0,459.0,500.0,500.0,0
5099.0,120000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,19544.0,24230.0,28022.0,29249.0,29926.0,35357.0,5000.0,4200.0,2000.0,1300.0,6000.0,6000.0,0
26633.0,10000.0,1,1,2,25.0,0.0,0.0,0.0,0.0,0,0,5642.0,6652.0,7683.0,9040.0,9222.0,9580.0,1112.0,1143.0,1500.0,324.0,500.0,377.0,0
6144.0,470000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,393780.0,371511.0,318025.0,248281.0,254175.0,256613.0,15107.0,13111.0,10000.0,10014.0,9598.0,10044.0,0
20366.0,50000.0,1,1,2,23.0,0.0,0.0,0.0,0.0,0,0,34376.0,35300.0,32106.0,32994.0,18220.0,18755.0,1806.0,1612.0,1500.0,652.0,828.0,957.0,0
27314.0,310000.0,1,1,2,45.0,0.0,0.0,0.0,0.0,0,0,313268.0,278821.0,283847.0,290135.0,293350.0,300623.0,10010.0,11500.0,11015.0,11000.0,12000.0,23035.0,0
13438.0,360000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,163150.0,150666.0,173353.0,156875.0,64965.0,36290.0,50122.0,50181.0,20609.0,30291.0,30121.0,30092.0,0
11401.0,170000.0,1,1,2,27.0,0.0,0.0,0.0,0.0,0,0,127902.0,131631.0,133090.0,130937.0,134043.0,137023.0,5631.0,5090.0,4937.0,5043.0,5023.0,11939.0,0
14835.0,200000.0,1,1,2,37.0,0.0,0.0,0.0,0.0,0,0,118134.0,126591.0,134110.0,139209.0,135902.0,138997.0,15034.0,20038.0,20019.0,5014.0,10047.0,10238.0,0
23908.0,20000.0,1,1,2,22.0,0.0,0.0,0.0,0.0,0,0,19231.0,20235.0,21579.0,22231.0,22301.0,21687.0,1331.0,1675.0,1327.0,800.0,783.0,777.0,1
12254.0,150000.0,1,1,2,28.0,0.0,0.0,0.0,0.0,0,0,28416.0,37392.0,44547.0,52871.0,57877.0,64020.0,10000.0,10008.0,10012.0,10002.0,8006.0,7005.0,0
16710.0,170000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,138811.0,136227.0,136893.0,122820.0,120550.0,102054.0,5505.0,4849.0,4614.0,4600.0,3704.0,4506.0,0
12442.0,460000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,362816.0,372284.0,380257.0,386847.0,301231.0,325831.0,15325.0,16000.0,15000.0,11000.0,30000.0,20004.0,0
2064.0,140000.0,1,1,2,55.0,0.0,0.0,0.0,0.0,0,0,65640.0,66998.0,68201.0,68866.0,65781.0,66850.0,2800.0,3000.0,2500.0,2350.0,2400.0,2400.0,0
27221.0,100000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,26650.0,26127.0,26608.0,24689.0,25699.0,26809.0,2000.0,2000.0,2000.0,1700.0,1500.0,1500.0,0
8163.0,200000.0,1,1,2,31.0,0.0,0.0,0.0,0.0,0,0,151819.0,154914.0,157776.0,160520.0,163878.0,167872.0,6000.0,5769.0,5411.0,5603.0,6367.0,4500.0,0
16547.0,100000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,100544.0,101167.0,101007.0,97862.0,79099.0,79812.0,4511.0,3711.0,3685.0,2797.0,2897.0,3046.0,1
27383.0,180000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,52160.0,46545.0,43604.0,43571.0,19360.0,20650.0,3022.0,3005.0,3002.0,3004.0,3000.0,0.0,0
12199.0,200000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,170707.0,159654.0,162208.0,162357.0,144236.0,127362.0,6017.0,8000.0,5800.0,5200.0,5000.0,5000.0,0
9070.0,60000.0,1,1,2,27.0,0.0,0.0,0.0,0.0,0,0,57753.0,59186.0,59001.0,27971.0,28619.0,29213.0,2960.0,1628.0,1002.0,1100.0,1100.0,922.0,1
6851.0,280000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,281604.0,283292.0,281327.0,189287.0,185398.0,184414.0,10000.0,10059.0,5201.0,5211.0,5500.0,5500.0,0
29838.0,500000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,494356.0,488578.0,488166.0,485249.0,441981.0,424592.0,17438.0,18852.0,16673.0,15244.0,15216.0,16037.0,0
10226.0,110000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,111249.0,111480.0,64237.0,57066.0,112716.0,57044.0,4000.0,2800.0,2200.0,2200.0,3000.0,2000.0,0
8959.0,340000.0,1,1,2,44.0,0.0,0.0,0.0,0.0,0,0,83059.0,85634.0,73950.0,59324.0,156094.0,110234.0,20000.0,5000.0,2000.0,112000.0,4234.0,4000.0,1
13521.0,140000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,10339.0,18276.0,25852.0,14390.0,13728.0,2905.0,10006.0,10048.0,5008.0,2018.0,2005.0,1005.0,0
18103.0,50000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,57436.0,58483.0,55825.0,54888.0,58115.0,57299.0,2055.0,2655.0,1862.0,4007.0,2517.0,37793.0,0
26824.0,50000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,18741.0,12724.0,13804.0,15331.0,15159.0,10188.0,1724.0,1804.0,2721.0,1159.0,1188.0,733.0,0
16899.0,430000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,416678.0,424740.0,434836.0,378571.0,228568.0,232668.0,16005.0,18016.0,16005.0,9005.0,9013.0,8010.0,0
7322.0,360000.0,1,1,2,28.0,0.0,0.0,0.0,0.0,0,0,78398.0,86955.0,127146.0,103273.0,91933.0,108163.0,25126.0,60259.0,27208.0,31262.0,90114.0,30463.0,0
29495.0,320000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,71944.0,88243.0,96574.0,104795.0,113156.0,121465.0,19246.0,11550.0,11688.0,12122.0,12156.0,2437.0,0
15697.0,80000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,73983.0,75454.0,77738.0,77235.0,76835.0,34751.0,3300.0,4100.0,2000.0,0.0,0.0,0.0,1
17800.0,50000.0,1,1,2,23.0,0.0,0.0,0.0,0.0,0,0,18666.0,15554.0,17159.0,8402.0,6646.0,7534.0,2000.0,2000.0,1500.0,500.0,1000.0,2000.0,0
20410.0,50000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,12571.0,13656.0,15407.0,17127.0,17569.0,18162.0,1600.0,2280.0,2000.0,1000.0,1000.0,2000.0,0
27341.0,50000.0,1,1,2,38.0,0.0,0.0,0.0,0.0,0,0,50620.0,47164.0,48004.0,49307.0,19218.0,19465.0,3000.0,3014.0,6047.0,1000.0,2320.0,3000.0,0
1566.0,50000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,2087.0,2632.0,3355.0,3253.0,3640.0,3512.0,1000.0,1186.0,500.0,1000.0,500.0,1000.0,0
3523.0,50000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,17094.0,17779.0,19275.0,18829.0,15913.0,7561.0,2000.0,3000.0,1000.0,1000.0,1000.0,2115.0,0
242.0,50000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,47174.0,47974.0,48630.0,50803.0,30789.0,15874.0,1800.0,2000.0,3000.0,2000.0,2000.0,2000.0,0
14648.0,80000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,31637.0,27137.0,25986.0,23496.0,23601.0,24650.0,1734.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
11279.0,260000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,14096.0,15558.0,16986.0,17700.0,19401.0,21067.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0,0
21231.0,50000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,49571.0,48765.0,49453.0,49827.0,48930.0,48748.0,1773.0,2110.0,2324.0,2000.0,1920.0,2000.0,0
11529.0,210000.0,1,1,1,42.0,0.0,0.0,0.0,0.0,0,0,103772.0,95228.0,87678.0,79254.0,71836.0,63675.0,4000.0,4000.0,3000.0,4000.0,3000.0,3000.0,0
24662.0,80000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,48967.0,49850.0,50767.0,45721.0,49006.0,56275.0,2000.0,1771.0,1715.0,4000.0,8697.0,0.0,0
2351.0,490000.0,1,1,1,41.0,0.0,0.0,0.0,0.0,0,0,95997.0,98047.0,100412.0,102736.0,105083.0,107334.0,3600.0,4000.0,4000.0,4000.0,4000.0,4000.0,0
24034.0,100000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,91189.0,93383.0,96301.0,90858.0,92724.0,96030.0,3500.0,4300.0,4400.0,4000.0,4700.0,5000.0,0
4590.0,170000.0,1,1,2,36.0,0.0,0.0,0.0,0.0,0,0,92480.0,94089.0,97286.0,97196.0,97227.0,101272.0,4000.0,5000.0,3000.0,4000.0,8000.0,4000.0,0
15441.0,120000.0,1,1,2,27.0,0.0,0.0,0.0,0.0,0,0,117324.0,91457.0,94478.0,74807.0,76952.0,0.0,3500.0,5390.0,3200.0,3500.0,3000.0,77233.0,0
7115.0,220000.0,1,1,1,35.0,0.0,0.0,0.0,0.0,0,0,21960.0,21860.0,25463.0,28036.0,34552.0,43827.0,2000.0,4000.0,3000.0,7000.0,11000.0,3000.0,0
2633.0,330000.0,1,1,2,45.0,0.0,0.0,0.0,0.0,0,0,265362.0,246735.0,248541.0,231534.0,230309.0,235992.0,7500.0,8001.0,7000.0,7000.0,8000.0,8000.0,1
11542.0,200000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,45841.0,37221.0,34718.0,32148.0,25380.0,22701.0,4000.0,7000.0,7000.0,7000.0,7000.0,295.0,0
10290.0,50000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,28408.0,29117.0,28764.0,28390.0,29443.0,29041.0,1477.0,1444.0,1100.0,1500.0,1100.0,967.0,0
24443.0,70000.0,1,1,2,31.0,0.0,0.0,0.0,0.0,0,0,47873.0,52440.0,55961.0,63341.0,64694.0,67905.0,6000.0,5000.0,10000.0,3000.0,5000.0,3000.0,0
20589.0,110000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,104216.0,104343.0,142622.0,73702.0,75513.0,77111.0,7316.0,3000.0,6000.0,3000.0,2935.0,3011.0,0
18113.0,100000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,81210.0,78785.0,69138.0,69604.0,69448.0,69744.0,3019.0,2600.0,3100.0,3000.0,3000.0,3000.0,0
16624.0,80000.0,1,1,2,31.0,0.0,0.0,0.0,0.0,0,0,72840.0,74631.0,77329.0,78147.0,79785.0,76766.0,9000.0,5000.0,3000.0,3000.0,2501.0,3000.0,0
14171.0,140000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,60764.0,62782.0,63636.0,65570.0,67354.0,69073.0,3000.0,2500.0,3000.0,3000.0,3000.0,3000.0,0
16677.0,50000.0,1,1,2,37.0,0.0,0.0,0.0,0.0,0,0,13191.0,14659.0,17097.0,18207.0,20580.0,22577.0,2000.0,3000.0,1700.0,3000.0,2500.0,5000.0,0
29989.0,250000.0,1,1,1,34.0,0.0,0.0,0.0,0.0,0,0,279640.0,252913.0,243075.0,245750.0,175005.0,179687.0,65000.0,8800.0,9011.0,6000.0,7000.0,6009.0,0
7226.0,150000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,78038.0,63176.0,52807.0,34199.0,32061.0,23682.0,5000.0,10116.0,5000.0,6000.0,3000.0,7000.0,0
3040.0,170000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,171160.0,187853.0,171095.0,137986.0,141319.0,139463.0,13000.0,6154.0,15000.0,6000.0,7000.0,5000.0,0
26910.0,290000.0,1,1,2,40.0,0.0,0.0,0.0,0.0,0,0,135527.0,134414.0,140607.0,131933.0,135606.0,132906.0,8000.0,10000.0,5000.0,6000.0,4700.0,5000.0,0
14272.0,360000.0,1,1,1,36.0,0.0,0.0,0.0,0.0,0,0,28291.0,31055.0,33788.0,36491.0,41179.0,45823.0,3000.0,3000.0,3000.0,5000.0,5000.0,5000.0,0
15524.0,500000.0,1,1,1,48.0,0.0,0.0,0.0,0.0,0,0,107595.0,109605.0,113409.0,114191.0,117285.0,120388.0,5000.0,5571.0,4152.0,5000.0,5000.0,5000.0,0
24904.0,280000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,100740.0,104055.0,106380.0,112596.0,114235.0,117232.0,5000.0,4000.0,8000.0,5000.0,5000.0,18000.0,0
9981.0,230000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,101874.0,97302.0,97383.0,97487.0,96588.0,95221.0,8000.0,5016.0,5000.0,5000.0,5000.0,5200.0,0
1487.0,230000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,44734.0,47178.0,29582.0,38426.0,42500.0,43531.0,10120.0,20000.0,10000.0,5000.0,5000.0,5000.0,0
8489.0,180000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,154374.0,153018.0,146396.0,136531.0,138502.0,136665.0,7500.0,7000.0,5000.0,5000.0,6000.0,5137.0,0
4574.0,470000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,72083.0,68136.0,69036.0,71466.0,67538.0,70400.0,5031.0,5500.0,5000.0,5000.0,4000.0,5000.0,0
24185.0,160000.0,1,1,2,28.0,0.0,0.0,0.0,0.0,0,0,157921.0,144659.0,154012.0,151403.0,115731.0,113635.0,6000.0,25409.0,30000.0,5000.0,5000.0,4500.0,0
12860.0,170000.0,1,1,1,41.0,0.0,0.0,0.0,0.0,0,0,149941.0,68912.0,72741.0,76149.0,84474.0,92400.0,3200.0,6000.0,5000.0,10000.0,10000.0,780.0,0
24682.0,400000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,26912.0,24967.0,13810.0,18230.0,25050.0,10209.0,10016.0,6000.0,10000.0,10000.0,5000.0,4000.0,0
3957.0,380000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,70591.0,76715.0,80080.0,81162.0,89571.0,96627.0,10000.0,5000.0,5000.0,10000.0,10000.0,10000.0,0
26945.0,370000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,333930.0,280727.0,285705.0,295747.0,250158.0,255956.0,13000.0,11000.0,15000.0,10000.0,10000.0,12000.0,0
18204.0,100000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,68073.0,64109.0,65302.0,73056.0,74034.0,44825.0,5000.0,3200.0,10000.0,10000.0,10000.0,10000.0,0
27559.0,180000.0,1,1,1,63.0,0.0,0.0,0.0,0.0,0,0,157932.0,156847.0,130572.0,120464.0,109129.0,112273.0,7000.0,5500.0,4218.0,4500.0,5000.0,4000.0,0
12087.0,50000.0,1,1,1,42.0,0.0,0.0,0.0,0.0,0,0,49887.0,49515.0,38680.0,29664.0,29057.0,29083.0,1850.0,1507.0,1100.0,1200.0,1116.0,2900.0,0
2978.0,300000.0,1,1,2,25.0,0.0,0.0,0.0,0.0,0,0,76918.0,41773.0,31180.0,19507.0,18169.0,18533.0,4103.0,1427.0,600.0,1200.0,2500.0,18000.0,0
17935.0,150000.0,1,1,3,45.0,0.0,0.0,0.0,0.0,0,0,108434.0,111178.0,32220.0,33247.0,34164.0,34878.0,3000.0,1300.0,1300.0,1200.0,1200.0,0.0,0
5286.0,300000.0,2,1,1,36.0,0.0,0.0,0.0,0.0,0,0,272899.0,254078.0,252427.0,254160.0,250645.0,245851.0,9251.0,10505.0,9157.0,9319.0,9600.0,8500.0,0
9970.0,150000.0,2,1,1,45.0,0.0,0.0,0.0,0.0,0,0,123580.0,126136.0,128709.0,131292.0,134011.0,136711.0,3575.0,3647.0,3678.0,3793.0,3835.0,3952.0,0
21497.0,500000.0,2,1,1,34.0,0.0,0.0,0.0,0.0,0,0,30376.0,32715.0,60927.0,76088.0,110294.0,108964.0,15000.0,30007.0,30000.0,50000.0,5000.0,5000.0,0
23355.0,470000.0,2,1,1,28.0,0.0,0.0,0.0,0.0,0,0,178262.0,177644.0,171997.0,165014.0,158839.0,148035.0,6100.0,6000.0,7100.0,5100.0,5200.0,4900.0,0
25500.0,90000.0,2,1,1,29.0,0.0,0.0,0.0,0.0,0,0,4034.0,11387.0,4387.0,35670.0,41995.0,35912.0,10400.0,3400.0,36139.0,618.0,3200.0,8500.0,0
5792.0,280000.0,2,1,1,30.0,0.0,0.0,0.0,0.0,0,0,217773.0,215017.0,209089.0,167458.0,137312.0,109980.0,8155.0,10048.0,6011.0,6010.0,6514.0,10011.0,0
27977.0,180000.0,2,1,1,27.0,0.0,0.0,0.0,0.0,0,0,152158.0,155181.0,158437.0,161664.0,164873.0,168344.0,5539.0,5741.0,5852.0,5881.0,7607.0,6135.0,0
23770.0,110000.0,2,1,1,51.0,0.0,0.0,0.0,0.0,0,0,103701.0,102318.0,92724.0,94573.0,65034.0,66241.0,3771.0,3656.0,3687.0,2476.0,2406.0,2427.0,0
2736.0,140000.0,2,1,1,37.0,0.0,0.0,0.0,0.0,0,0,135134.0,139178.0,139900.0,109665.0,108129.0,108067.0,6703.0,6120.0,4015.0,4042.0,4057.0,4012.0,0
3907.0,380000.0,2,1,1,33.0,0.0,0.0,0.0,0.0,0,0,112926.0,108573.0,216399.0,213259.0,203377.0,185056.0,4677.0,130533.0,7609.0,12000.0,7000.0,6000.0,0
12636.0,250000.0,2,1,1,53.0,0.0,0.0,0.0,0.0,0,0,252916.0,251830.0,245429.0,186620.0,193003.0,191867.0,9011.0,8146.0,6000.0,13003.0,11867.0,17186.0,0
20053.0,80000.0,2,1,1,37.0,0.0,0.0,0.0,0.0,0,0,104989.0,100150.0,94413.0,89400.0,84271.0,79502.0,4369.0,3343.0,3137.0,2914.0,3151.0,3320.0,0
22800.0,260000.0,2,1,1,44.0,0.0,0.0,0.0,0.0,0,0,296349.0,300155.0,305798.0,306082.0,304048.0,14982.0,6891.0,8668.0,6907.0,6088.0,14982.0,12588.0,0
19331.0,320000.0,2,1,1,41.0,0.0,0.0,0.0,0.0,0,0,59807.0,68080.0,67745.0,91798.0,90936.0,92588.0,10000.0,4200.0,30000.0,7.0,3000.0,0.0,0
